,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
C103_T_1_1_0_c1_v2_id,2.941176470588235,0.4753416518122401,0.14854426619132502,0.29708853238265004,2.3172905525846703,0.8021390374331552,2.941176470588235,0.7130124777183601,0.20796197266785502,1.7825311942959003,0.5644682115270351,0.14854426619132502,0.35650623885918004,0.08912655971479501,0.41592394533571003,0.32679738562091504,1.0992275698158052,0.23767082590612004,0.0,1.3071895424836601,0.14854426619132502,0.41592394533571003,0.05941770647653001,0.4753416518122401,1.1883541295306002,0.0,0.029708853238265005,0.0,0.32679738562091504,0.4456327985739751,0.4753416518122401,1.8419489007724301,74.18300653594771,0.0,0.0,0.8318478906714201,0.05941770647653001,0.29708853238265004,0.0,0.0,1.0101010101010102,0.0,0.38621509209744503,0.029708853238265005,0.0,0.0,0.17825311942959002,0.0,0.029708853238265005,0.0,0.0,0.05941770647653001,0.0,0.0,0.0,0.267379679144385,0.029708853238265005,0.0,0.029708853238265005,0.0,0.0,0.029708853238265005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C103_T_1_1_3_c1_v2_id,3.0156815440289506,1.0856453558504222,0.9650180940892641,0.9650180940892641,0.8443908323281062,6.031363088057901,24.849215922798553,6.15199034981906,0.48250904704463204,10.615199034981906,1.5681544028950543,0.7237635705669482,0.24125452352231602,0.24125452352231602,4.2219541616405305,0.0,0.12062726176115801,0.3618817852834741,0.0,2.7744270205066344,0.0,1.6887816646562124,0.12062726176115801,5.307599517490953,2.1712907117008444,0.0,0.12062726176115801,0.12062726176115801,3.4981905910735827,2.0506634499396865,6.996381182147165,3.1363088057901085,0.24125452352231602,0.0,0.0,0.3618817852834741,0.48250904704463204,0.7237635705669482,0.0,0.48250904704463204,0.8443908323281062,0.0,0.12062726176115801,1.4475271411338964,0.0,0.0,1.2062726176115801,0.0,0.24125452352231602,0.0,0.6031363088057901,0.7237635705669482,0.0,0.12062726176115801,0.0,1.6887816646562124,0.0,0.12062726176115801,0.12062726176115801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104_T_1_1_0_c1_v2_id,1.4604150653343582,8.916218293620293,0.9992313604919293,2.997694081475788,21.906225980015375,2.9208301306687163,0.9223674096848578,3.2282859338970025,1.3835511145272867,2.690238278247502,1.0760953112990008,1.6141429669485012,2.536510376633359,0.8455034588777863,1.4604150653343582,4.765564950038432,1.9984627209838586,2.9208301306687163,0.0,0.7686395080707148,6.68716372021522,0.3843197540353574,3.689469638739431,4.381245196003074,0.9992313604919293,1.1529592621060722,2.1521906225980016,1.6141429669485012,1.6141429669485012,1.5372790161414296,1.4604150653343582,0.7686395080707148,0.15372790161414296,0.15372790161414296,0.0,1.5372790161414296,1.3835511145272867,0.3843197540353574,0.0,0.0,0.07686395080707148,0.0,0.15372790161414296,0.5380476556495004,0.0,0.0,0.5380476556495004,0.0,1.9984627209838586,0.5380476556495004,0.15372790161414296,0.0,0.07686395080707148,0.0,0.23059185242121444,0.0,0.07686395080707148,0.07686395080707148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07686395080707148,0.0,0.0,0.0
C104_T_1_1_3_c1_v2_id,0.0,5.0,1.0869565217391304,1.0869565217391304,17.391304347826086,7.608695652173914,3.4782608695652173,3.0434782608695654,1.3043478260869565,5.434782608695652,1.7391304347826086,1.5217391304347827,1.0869565217391304,0.8695652173913043,2.391304347826087,0.21739130434782608,1.0869565217391304,2.391304347826087,0.0,0.8695652173913043,5.217391304347826,0.21739130434782608,2.391304347826087,3.0434782608695654,0.43478260869565216,1.956521739130435,2.391304347826087,1.3043478260869565,3.4782608695652173,1.3043478260869565,3.260869565217391,2.608695652173913,0.0,0.43478260869565216,0.0,0.43478260869565216,0.8695652173913043,0.43478260869565216,0.0,0.43478260869565216,0.21739130434782608,0.0,0.0,3.6956521739130435,0.0,0.0,3.0434782608695654,0.0,3.91304347826087,0.0,0.43478260869565216,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.21739130434782608,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C105_T_1_1_0_c1_v2_id,0.7724719101123595,7.162921348314606,0.21067415730337077,2.598314606741573,12.148876404494382,5.407303370786517,4.564606741573034,1.193820224719101,1.4747191011235954,1.6151685393258428,1.053370786516854,7.443820224719102,4.705056179775281,0.9831460674157303,0.9831460674157303,3.3707865168539324,0.0702247191011236,1.6853932584269662,0.0,0.7724719101123595,2.247191011235955,0.2808988764044944,12.570224719101123,2.247191011235955,0.2808988764044944,0.7724719101123595,0.21067415730337077,8.356741573033707,0.0,0.0,0.7022471910112359,0.0,0.0,0.0,0.35112359550561795,2.387640449438202,5.617977528089887,0.21067415730337077,0.0,0.0,0.5617977528089888,0.0,0.0702247191011236,1.053370786516854,0.0,0.0,0.5617977528089888,0.0,0.9831460674157303,0.0,0.0,1.053370786516854,0.0702247191011236,0.0,0.21067415730337077,0.0702247191011236,0.0,0.0,0.9129213483146067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C105_T_1_1_3_c1_v2_id,0.891089108910891,4.653465346534653,0.19801980198019803,1.2871287128712872,4.851485148514851,11.287128712871288,12.871287128712872,2.277227722772277,1.4851485148514851,5.544554455445545,1.4851485148514851,4.257425742574258,1.881188118811881,0.297029702970297,3.1683168316831685,0.6930693069306931,0.0,0.9900990099009901,0.0,1.6831683168316833,0.09900990099009901,0.09900990099009901,1.4851485148514851,3.8613861386138613,0.19801980198019803,0.297029702970297,0.09900990099009901,8.415841584158416,0.09900990099009901,0.7920792079207921,1.9801980198019802,0.0,0.0,0.0,0.39603960396039606,0.9900990099009901,7.920792079207921,0.09900990099009901,0.09900990099009901,3.0693069306930694,0.0,0.0,0.0,6.138613861386139,0.0,0.0,0.7920792079207921,0.0,1.5841584158415842,0.0,0.09900990099009901,1.3861386138613863,0.0,0.0,0.0,0.09900990099009901,0.0,0.0,0.0,0.0,0.0,0.09900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C106_N_1_1_0_c1_v2_id,1.083032490974729,1.263537906137184,0.0,7.039711191335741,0.7220216606498195,1.6245487364620936,0.9025270758122743,1.6245487364620936,7.400722021660649,0.18050541516245489,1.9855595667870036,1.263537906137184,0.18050541516245489,0.0,0.18050541516245489,0.0,9.927797833935017,0.9025270758122743,0.0,0.7220216606498195,3.068592057761733,1.8050541516245486,0.0,5.415162454873646,3.6101083032490973,0.0,15.523465703971121,0.0,0.0,0.0,0.7220216606498195,14.079422382671481,0.0,0.5415162454873645,0.18050541516245489,0.0,0.0,5.415162454873646,0.0,0.0,0.36101083032490977,0.0,0.7220216606498195,0.0,0.0,5.776173285198556,0.5415162454873645,0.0,0.5415162454873645,0.9025270758122743,0.0,0.0,0.0,0.0,2.166064981949458,0.0,0.0,0.0,0.7220216606498195,0.0,0.0,0.0,0.36101083032490977,0.0,0.0,0.5415162454873645,0.0,0.0,0.0
C106_N_1_1_3_c1_v2_id,0.0,1.7241379310344827,0.0,2.586206896551724,0.0,13.793103448275861,3.4482758620689653,5.172413793103448,17.24137931034483,1.7241379310344827,1.7241379310344827,0.0,0.0,0.0,0.8620689655172413,0.0,2.586206896551724,0.0,0.0,0.0,0.8620689655172413,2.586206896551724,0.0,3.4482758620689653,0.0,0.0,10.344827586206897,0.0,0.0,0.0,1.7241379310344827,5.172413793103448,0.0,0.0,0.8620689655172413,0.0,0.0,0.8620689655172413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.517241379310345,0.0,0.0,0.8620689655172413,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,0.8620689655172413,0.0,0.0,0.0,0.0,0.0,0.0,2.586206896551724,0.0,0.0,0.0
C106_T_1_1_0_c1_v2_id,1.6548463356973995,4.491725768321513,8.628841607565011,0.5910165484633569,11.702127659574469,3.309692671394799,1.5366430260047281,0.5910165484633569,0.2364066193853428,5.791962174940898,3.664302600472813,0.3546099290780142,0.5910165484633569,16.07565011820331,1.0638297872340425,0.0,0.3546099290780142,0.4728132387706856,0.0,0.4728132387706856,7.5650118203309695,0.1182033096926714,4.846335697399527,2.4822695035460995,0.1182033096926714,8.983451536643026,0.1182033096926714,1.1820330969267139,1.6548463356973995,1.3002364066193852,2.127659574468085,0.1182033096926714,0.0,0.0,0.0,0.1182033096926714,1.4184397163120568,0.0,0.1182033096926714,0.0,0.0,0.0,0.0,1.4184397163120568,1.0638297872340425,0.0,0.5910165484633569,0.0,1.0638297872340425,0.0,1.5366430260047281,0.0,0.0,0.0,0.1182033096926714,0.0,0.0,0.0,0.2364066193853428,0.0,0.0,0.0,0.0,0.0,0.0,0.1182033096926714,0.0,0.0,0.0
C106_T_1_1_3_c1_v2_id,0.9074410163339384,2.540834845735027,21.59709618874773,0.0,9.25589836660617,5.807622504537205,1.9963702359346642,1.0889292196007259,0.0,7.441016333938294,1.9963702359346642,0.0,0.0,6.170598911070781,0.9074410163339384,0.0,0.0,0.0,0.18148820326678766,1.4519056261343013,4.537205081669692,0.18148820326678766,2.540834845735027,2.722323049001815,0.0,2.35934664246824,0.5444646098003629,1.9963702359346642,2.9038112522686026,3.8112522686025407,4.537205081669692,0.3629764065335753,0.0,0.0,0.3629764065335753,0.0,1.4519056261343013,0.0,0.3629764065335753,1.6333938294010888,0.0,0.0,0.0,1.8148820326678767,0.18148820326678766,0.0,1.4519056261343013,0.0,2.9038112522686026,0.0,1.6333938294010888,0.0,0.0,0.0,0.18148820326678766,0.0,0.0,0.0,0.18148820326678766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
